,challenge_ID,programming_language,author_ID,Year,total_submissions
2778,CI24278,1,AI564144,2006,125.0
2779,CI25744,1,AI565192,2007,124.0
2780,CI24166,1,AI564074,2006,124.0
2781,CI27130,1,AI565957,2008,124.0
2782,CI24853,1,AI564543,2006,124.0
2783,CI25789,1,AI565224,2007,124.0
2784,CI25068,1,AI564694,2007,124.0
2785,CI27871,2,AI566416,2009,124.0
2786,CI25039,1,AI564678,2007,124.0
2787,CI27961,1,AI566446,2008,124.0
2788,CI26093,1,AI565433,2008,124.0
2789,CI25502,1,AI565014,2007,124.0
2790,CI28152,1,AI563897,2009,124.0
2791,CI25723,1,AI565186,2008,124.0
2792,CI27506,1,AI566220,2008,124.0
2793,CI28943,1,AI566832,2010,123.0
2794,CI25287,1,AI564851,2007,123.0
2795,CI24759,1,AI564482,2006,123.0
2796,CI25223,1,AI563911,2007,123.0
2797,CI24079,1,AI564024,2005,123.0
2798,CI26484,1,AI565676,2008,123.0
2799,CI28387,1,AI566607,2009,123.0
2800,CI28370,1,AI565898,2009,122.0
2801,CI25354,2,AI564903,2007,122.0
2802,CI25833,1,AI565139,2007,122.0
2803,CI26662,1,AI564240,2008,122.0
2804,CI27513,1,AI565185,2008,122.0
2805,CI23618,1,AI563692,2006,122.0
2806,CI26383,1,AI565599,2008,122.0
2807,CI26268,1,AI565508,2008,122.0
2808,CI24467,1,AI564300,2006,122.0
2809,CI24048,1,AI564005,2006,122.0
2810,CI23869,1,AI563881,2006,122.0
2811,CI27645,1,AI566295,2008,122.0
2812,CI24275,1,AI564141,2006,121.0
2813,CI24949,1,AI564616,2007,121.0
2814,CI25809,1,AI565241,2007,121.0
2815,CI24221,1,AI564113,2005,121.0
2816,CI27752,1,AI566357,2008,121.0
2817,CI25553,1,AI564992,2007,121.0
2818,CI25861,1,AI565277,2007,121.0
2819,CI28383,1,AI565766,2009,121.0
2820,CI24529,1,AI564347,2006,121.0
2821,CI27334,1,AI566095,2008,121.0
2822,CI29031,1,,2010,121.0
2823,CI25703,1,AI565168,2007,121.0
2824,CI24411,1,AI564257,2006,121.0
2825,CI28470,1,AI566657,2009,121.0
2826,CI26536,1,AI565714,2008,121.0
2827,CI24486,1,AI564316,2006,121.0
2828,CI24095,1,AI563732,2005,121.0
2829,CI26037,1,AI565395,2007,121.0
2830,CI26292,1,AI565530,2008,121.0
2831,CI26689,1,AI565827,2008,121.0
2832,CI27631,1,AI566285,2008,120.0
2833,CI24392,1,AI564240,2006,120.0
2834,CI28768,1,AI566780,2007,120.0
2835,CI26614,1,AI565776,2008,120.0
2836,CI27590,1,AI566269,2008,120.0
2837,CI27370,1,AI566121,2008,120.0
2838,CI28087,1,AI566220,2009,120.0
2839,CI24053,1,AI564009,2006,120.0
2840,CI28903,1,AI566822,2008,120.0
2841,CI23784,1,AI563818,2006,120.0
2842,CI23962,1,AI563877,2002,120.0
2843,CI23986,1,AI563964,2004,120.0
2844,CI24480,1,AI564312,2006,120.0
2845,CI28588,1,AI564510,2008,120.0
2846,CI25267,1,AI564835,2007,120.0
2847,CI26965,1,AI565912,2005,120.0
2848,CI27126,1,AI563826,2008,120.0
2849,CI24794,2,AI564503,2007,120.0
2850,CI28552,1,AI566686,2009,120.0
2851,CI23788,1,AI563821,2006,120.0
2852,CI26708,1,AI564834,2008,120.0
2853,CI24748,1,AI564472,2006,119.0
2854,CI27947,1,AI566437,2008,119.0
2855,CI26589,1,AI565758,2008,119.0
2856,CI27273,1,AI566048,2008,119.0
2857,CI25525,1,AI565032,2007,119.0
2858,CI26590,1,AI563785,2008,119.0
2859,CI27181,1,AI565036,2008,119.0
2860,CI25879,1,AI564177,2007,119.0
2861,CI25771,1,AI563763,2007,119.0
2862,CI24490,1,AI564320,2006,119.0
2863,CI26797,1,AI565895,2008,119.0
2864,CI25161,1,AI564757,2007,119.0
2865,CI27387,1,AI563680,2008,119.0
2866,CI26652,2,AI565802,2008,119.0
2867,CI26839,1,AI565906,2005,119.0
2868,CI24801,2,AI563576,2007,119.0
2869,CI28141,1,AI566519,2009,119.0
2870,CI25936,1,AI563697,2008,119.0
2871,CI26189,1,AI565469,2003,118.0
2872,CI27558,1,AI566249,2008,118.0
2873,CI27983,1,AI566448,2008,118.0
2874,CI26811,1,AI565662,2008,118.0
2875,CI25838,1,AI565260,2007,118.0
2876,CI26608,1,AI565770,2008,118.0
2877,CI28850,1,AI563745,2009,118.0
2878,CI25862,1,AI565278,2007,118.0
2879,CI24104,1,AI564036,2005,118.0
2880,CI26627,1,AI565786,2008,118.0
2881,CI28013,2,AI564515,2008,118.0
2882,CI26520,1,AI565376,2008,118.0
2883,CI24559,2,AI564372,2006,118.0
2884,CI25847,1,AI565269,2007,118.0
2885,CI23948,1,AI563936,2005,118.0
2886,CI24436,1,AI564276,2006,117.0
2887,CI25168,1,AI564764,2007,117.0
2888,CI24063,1,AI564014,2005,117.0
2889,CI23797,1,AI563828,2005,117.0
2890,CI25609,1,AI565101,2007,117.0
2891,CI24123,1,AI564044,2006,117.0
2892,CI24591,1,AI564395,2003,117.0
2893,CI27363,1,AI564297,2008,117.0
2894,CI27748,1,AI566353,2008,117.0
2895,CI28484,1,AI565727,2009,117.0
2896,CI24913,1,AI564587,2007,117.0
2897,CI24755,1,AI564479,2005,117.0
2898,CI28306,1,AI566564,2009,117.0
2899,CI24542,2,AI564356,2006,116.0
2900,CI27724,1,AI566329,2008,116.0
2901,CI27249,1,AI566028,2008,116.0
2902,CI25007,1,AI563645,2007,116.0
2903,CI25358,1,AI564907,2005,116.0
2904,CI24025,1,AI563989,2005,116.0
2905,CI25638,1,AI564275,2007,116.0
2906,CI24301,1,AI564165,2006,116.0
2907,CI26786,1,AI565888,2008,116.0
2908,CI28303,1,AI566562,2009,116.0
2909,CI23665,1,AI563730,2006,116.0
2910,CI25567,1,AI565068,2007,116.0
2911,CI27228,1,AI565036,2008,116.0
2912,CI27221,1,AI566009,2008,116.0
2913,CI25928,1,AI563864,2008,116.0
2914,CI28444,1,AI566642,2009,116.0
2915,CI26695,1,AI563794,2008,116.0
2916,CI28034,1,AI566476,2009,116.0
2917,CI27489,2,AI566208,2008,116.0
2918,CI27076,1,AI565933,2008,116.0
2919,CI25281,1,AI564845,2007,116.0
2920,CI24744,2,AI564468,2007,116.0
2921,CI25911,2,AI565313,2007,116.0
2922,CI28859,1,AI565114,2009,115.0
2923,CI26472,1,AI565664,2008,115.0
2924,CI28051,1,AI566487,2007,115.0
2925,CI27056,1,AI565916,2008,115.0
2926,CI26636,1,AI565793,2008,115.0
2927,CI26510,1,AI564400,2008,115.0
2928,CI27963,1,AI566448,2008,115.0
2929,CI23832,1,AI563857,2005,115.0
2930,CI28355,1,AI564600,2009,115.0
2931,CI25132,1,AI563640,2007,115.0
2932,CI24654,1,AI564410,2005,115.0
2933,CI27115,1,AI565324,2008,115.0
2934,CI28447,1,AI566645,2009,114.0
2935,CI26353,1,AI565580,2008,114.0
2936,CI26132,1,AI564455,2008,114.0
2937,CI28507,1,AI566666,2009,114.0
2938,CI28181,1,AI566541,2009,114.0
2939,CI24835,1,AI564532,2006,114.0
2940,CI24170,1,AI564077,2006,114.0
2941,CI23556,2,AI563648,2003,114.0
2942,CI26488,1,AI565680,2008,114.0
2943,CI26845,1,AI565906,2005,114.0
2944,CI26300,1,AI565537,2008,114.0
2945,CI26481,1,AI565673,2008,114.0
2946,CI27597,1,AI566272,2008,114.0
2947,CI25100,1,AI564722,2007,114.0
2948,CI23844,1,AI563863,2005,114.0
2949,CI27329,1,AI566090,2008,114.0
2950,CI24049,1,AI564006,2004,114.0
2951,CI28373,1,AI566599,2009,114.0
2952,CI28970,1,AI566844,2006,114.0
2953,CI25992,1,AI565363,2008,114.0
2954,CI26714,1,AI565839,2008,114.0
2955,CI26006,1,AI564256,2008,114.0
2956,CI25569,1,AI565070,2007,114.0
2957,CI24577,1,AI564387,2003,114.0
2958,CI25827,1,AI565252,2007,114.0
2959,CI28392,1,AI566611,2009,114.0
2960,CI24586,1,AI564090,2003,114.0
2961,CI23577,2,AI563653,2002,114.0
2962,CI27759,1,AI566364,2008,113.0
2963,CI26259,1,AI565500,2008,113.0
2964,CI25974,1,AI565347,2007,113.0
2965,CI25426,1,AI563778,2007,113.0
2966,CI23687,1,AI563746,2005,113.0
2967,CI24492,1,AI564321,2006,113.0
2968,CI26313,1,AI565548,2008,113.0
2969,CI26204,1,AI565469,2003,113.0
2970,CI28030,1,AI566474,2009,113.0
2971,CI27266,1,AI566042,2008,113.0
2972,CI23500,1,AI563597,2003,112.0
2973,CI23974,1,AI563954,2004,112.0
2974,CI25775,1,AI563777,2007,112.0
2975,CI24062,1,AI563843,2006,112.0
2976,CI24709,1,AI564274,2006,112.0
2977,CI26234,1,AI565481,2008,112.0
2978,CI24765,1,AI564484,2006,112.0
2979,CI25193,1,AI564780,2007,112.0
2980,CI28008,1,AI566460,2008,112.0
2981,CI23574,1,AI563660,2002,112.0
2982,CI28128,1,AI565691,2009,112.0
2983,CI27746,1,AI566351,2008,112.0
2984,CI28050,1,AI566251,2007,112.0
2985,CI24847,1,AI564537,2007,112.0
2986,CI29024,1,AI566176,2009,112.0
2987,CI27839,1,AI566392,2008,112.0
2988,CI26252,1,AI565493,2008,111.0
2989,CI25071,1,AI564697,2007,111.0
2990,CI27500,1,AI566215,2008,111.0
2991,CI26007,1,AI565375,2008,111.0
2992,CI26742,1,AI563701,2008,111.0
2993,CI27061,1,AI565920,2008,111.0
2994,CI24896,1,AI564571,2007,111.0
2995,CI24579,1,AI564388,2003,111.0
2996,CI26080,1,AI565422,2008,111.0
2997,CI27219,1,AI565997,2008,111.0
2998,CI24020,1,AI563984,2005,111.0
2999,CI25975,1,AI565348,2007,111.0
3000,CI27609,1,AI566276,2008,111.0
3001,CI25171,1,AI564767,2007,110.0
3002,CI24826,2,AI564525,2006,110.0
3003,CI24439,1,AI564277,2006,110.0
3004,CI28933,1,AI565468,2003,110.0
3005,CI26319,1,AI565495,2008,110.0
3006,CI25036,1,AI564675,2007,110.0
3007,CI26111,1,AI565447,2008,110.0
3008,CI28021,2,AI566468,2008,110.0
3009,CI27906,1,AI566419,2003,110.0
3010,CI27851,2,AI566401,2008,110.0
3011,CI23530,2,AI563623,2007,110.0
3012,CI23850,1,AI563869,2006,109.0
3013,CI26812,1,AI565902,2008,109.0
3014,CI25178,1,AI563732,2007,109.0
3015,CI28804,1,AI566787,2009,109.0
3016,CI23874,1,AI563885,2006,109.0
3017,CI25982,1,AI564998,2008,109.0
3018,CI25453,1,AI564980,2007,109.0
3019,CI25582,1,AI565080,2007,109.0
3020,CI23915,1,AI563917,2005,109.0
3021,CI26263,1,AI565503,2008,109.0
3022,CI25969,1,AI565342,2007,109.0
3023,CI25908,2,AI563649,2007,109.0
3024,CI25830,1,AI565255,2007,109.0
3025,CI27371,1,AI564213,2008,109.0
3026,CI26444,1,AI565643,2007,109.0
3027,CI24819,1,AI564521,2007,109.0
3028,CI27677,1,AI566296,2004,108.0
3029,CI25581,1,AI565079,2007,108.0
3030,CI28506,1,AI566665,2009,108.0
3031,CI24770,2,AI564156,2007,108.0
3032,CI27118,1,AI565322,2008,108.0
3033,CI23826,1,AI563853,2006,108.0
3034,CI24420,1,AI564261,2006,108.0
3035,CI23926,1,AI563925,2006,108.0
3036,CI28366,1,AI566593,2009,108.0
3037,CI25534,1,AI565041,2007,108.0
3038,CI24496,1,AI564323,2006,108.0
3039,CI23587,2,AI563672,2002,108.0
3040,CI27872,2,AI566417,2009,108.0
3041,CI24745,2,AI564469,2007,108.0
3042,CI27081,1,AI565932,2008,107.0
3043,CI23605,1,AI563640,2007,107.0
3044,CI28170,1,AI566531,2009,107.0
3045,CI24695,1,AI564435,2007,107.0
3046,CI25120,1,AI564737,2007,107.0
3047,CI26548,1,AI565725,2008,107.0
3048,CI27429,1,AI564217,2008,107.0
3049,CI24551,2,AI564364,2006,107.0
3050,CI24747,1,AI564471,2006,107.0
3051,CI24355,1,AI564211,2006,107.0
3052,CI23759,1,AI563802,2005,107.0
3053,CI26664,1,AI565810,2008,107.0
3054,CI24217,1,AI564110,2005,107.0
3055,CI25535,3,AI565042,2007,107.0
3056,CI28006,1,AI566458,2008,107.0
3057,CI25764,1,AI565207,2007,107.0
3058,CI23824,1,AI563851,2006,107.0
3059,CI28149,2,AI566523,2009,106.0
3060,CI28424,1,AI566631,2009,106.0
3061,CI27226,1,AI566011,2008,106.0
3062,CI25803,1,AI565235,2007,106.0
3063,CI28942,1,AI566831,2010,106.0
3064,CI23995,1,AI563862,2005,106.0
3065,CI24508,1,AI564333,2006,106.0
3066,CI25096,1,AI564718,2007,106.0
3067,CI25243,1,AI564815,2007,106.0
3068,CI25970,1,AI565343,2007,106.0
3069,CI28072,1,AI565460,2009,106.0
3070,CI24375,1,AI564226,2006,106.0
3071,CI26788,1,AI565890,2008,106.0
3072,CI27394,1,AI566137,2008,106.0
3073,CI26883,1,AI565907,2003,106.0
3074,CI24378,2,AI564229,2006,106.0
3075,CI25679,1,AI565149,2007,106.0
3076,CI25758,1,AI563897,2007,106.0
3077,CI27148,1,AI565963,2008,105.0
3078,CI23566,2,AI563656,2002,105.0
3079,CI28156,1,AI566526,2009,105.0
3080,CI25461,1,AI564985,2007,105.0
3081,CI27405,1,AI566147,2008,105.0
3082,CI24750,1,AI564474,2006,105.0
3083,CI23635,1,AI563708,2006,105.0
3084,CI27723,1,AI566328,2008,105.0
3085,CI28560,1,AI564028,2009,105.0
3086,CI28483,1,AI564834,2009,105.0
3087,CI24085,1,AI563758,2006,105.0
3088,CI25643,1,AI565121,2007,105.0
3089,CI28728,1,AI566766,2009,105.0
3090,CI23810,1,AI563838,2004,105.0
3091,CI27101,1,AI565944,2005,105.0
3092,CI24192,1,AI564093,2006,105.0
3093,CI24699,2,AI563596,2007,105.0
3094,CI25884,1,AI565293,2007,105.0
3095,CI28437,1,AI566637,2009,104.0
3096,CI27841,1,AI566394,2008,104.0
3097,CI23550,1,AI563642,2007,104.0
3098,CI26691,1,AI564556,2008,104.0
3099,CI26017,1,AI565381,2008,104.0
3100,CI27636,1,AI566289,2008,104.0
3101,CI23834,1,AI563858,2005,104.0
3102,CI24991,1,AI564643,2007,104.0
3103,CI28778,1,AI566782,2007,104.0
3104,CI27330,1,AI566091,2008,104.0
3105,CI23621,1,AI563695,2006,104.0
3106,CI23516,1,AI563610,2002,104.0
3107,CI26549,1,AI565726,2008,104.0
3108,CI25568,1,AI565069,2007,104.0
3109,CI24171,1,AI564078,2006,104.0
3110,CI27094,1,AI565942,2007,104.0
3111,CI25340,1,AI564893,2007,104.0
3112,CI24549,2,AI564362,2006,104.0
3113,CI26633,1,AI565791,2008,104.0
3114,CI26269,1,AI565509,2008,104.0
3115,CI24343,1,AI564201,2006,104.0
3116,CI24749,1,AI564473,2006,104.0
3117,CI25653,1,AI565131,2007,103.0
3118,CI26116,1,AI565452,2008,103.0
3119,CI26684,1,AI565823,2008,103.0
3120,CI27404,1,AI566146,2008,103.0
3121,CI27449,1,AI566173,2008,103.0
3122,CI27580,1,AI563971,2008,103.0
3123,CI27647,1,AI566248,2008,103.0
3124,CI23672,1,AI563737,2005,103.0
3125,CI28846,1,AI566630,2009,103.0
3126,CI23518,1,AI563612,2002,103.0
3127,CI23752,1,AI563796,2005,103.0
3128,CI26873,1,AI565468,2004,103.0
3129,CI26408,3,AI565619,2008,103.0
3130,CI28733,1,AI563821,2009,102.0
3131,CI28936,1,AI564026,2010,102.0
3132,CI25483,1,AI565001,2007,102.0
3133,CI24314,1,AI564176,2006,102.0
3134,CI27308,1,AI566071,2008,102.0
3135,CI28066,1,AI566497,2009,102.0
3136,CI23595,2,AI563679,2003,102.0
3137,CI27714,1,AI566320,2009,102.0
3138,CI26310,1,AI565545,2008,102.0
3139,CI25415,1,AI564948,2007,102.0
3140,CI28675,1,AI566744,2009,102.0
3141,CI26086,1,AI565428,2008,102.0
3142,CI25209,1,AI564795,2007,102.0
3143,CI28811,1,AI566792,2009,102.0
3144,CI25783,1,AI565221,2007,102.0
3145,CI26297,1,AI565534,2008,102.0
3146,CI28431,1,AI566635,2009,102.0
3147,CI26339,1,AI565566,2008,102.0
3148,CI28670,1,AI566741,2009,101.0
3149,CI25021,1,AI564666,2007,101.0
3150,CI26522,1,AI565701,2008,101.0
3151,CI24854,2,AI564437,2001,101.0
3152,CI24947,1,AI564614,2007,101.0
3153,CI27750,1,AI566355,2008,101.0
3154,CI25890,1,AI565297,2007,101.0
3155,CI24998,1,AI564646,2007,101.0
3156,CI24234,1,AI564121,2005,101.0
3157,CI24277,1,AI564143,2006,101.0
3158,CI27953,1,AI566442,2008,101.0
3159,CI27100,1,AI565944,2005,101.0
3160,CI27527,1,AI566231,2008,101.0
3161,CI26253,1,AI565494,2008,101.0
3162,CI23849,1,AI563868,2005,101.0
3163,CI26258,1,AI565499,2008,101.0
3164,CI27944,1,AI566434,2008,101.0
3165,CI28022,2,AI566469,2008,101.0
3166,CI25814,1,AI565246,2007,100.0
3167,CI27317,1,AI566080,2007,100.0
3168,CI26099,1,AI565438,2008,100.0
3169,CI28422,1,AI563576,2009,100.0
3170,CI24736,1,AI564464,2006,100.0
3171,CI25173,1,AI564769,2007,100.0
3172,CI25401,1,AI564805,2007,100.0
3173,CI26775,1,AI565881,2008,100.0
3174,CI27910,1,AI566419,2003,100.0
3175,CI27068,1,AI564997,2008,100.0
3176,CI25046,3,AI563780,2007,100.0
3177,CI23973,1,AI563953,2005,100.0
3178,CI25741,1,AI565190,2007,100.0
3179,CI27570,1,AI564002,2008,100.0
3180,CI27400,1,AI566142,2008,100.0
3181,CI24129,1,AI564050,2006,100.0
3182,CI27170,1,AI564749,2008,100.0
3183,CI27732,1,AI566337,2008,100.0
3184,CI28502,1,AI566664,2009,100.0
3185,CI27971,1,AI566446,2008,100.0
3186,CI25962,1,AI565335,2007,100.0
3187,CI28993,1,AI566851,2009,100.0
3188,CI24083,1,AI563724,2006,100.0
3189,CI23923,1,AI563922,2006,99.0
3190,CI27062,1,AI565921,2008,99.0
3191,CI24885,1,AI564094,2007,99.0
3192,CI23815,1,AI563843,2006,99.0
3193,CI27374,1,AI565275,2008,99.0
3194,CI24417,1,AI564253,2006,99.0
3195,CI27222,1,AI565989,2008,99.0
3196,CI25930,1,AI563924,2008,99.0
3197,CI26808,1,AI565252,2008,99.0
3198,CI25943,1,AI565324,2008,99.0
3199,CI25174,1,AI564770,2007,99.0
3200,CI25009,1,AI564654,2007,99.0
3201,CI29022,1,AI566863,2009,99.0
3202,CI28020,2,AI564525,2008,99.0
3203,CI25109,1,,2007,99.0
3204,CI23715,1,AI563767,2006,99.0
3205,CI26582,1,AI565753,2008,99.0
3206,CI25447,1,AI564974,2007,99.0
3207,CI28386,1,AI565657,2009,99.0
3208,CI24666,2,AI564414,2006,99.0
3209,CI25448,1,AI564975,2007,99.0
3210,CI23636,1,AI563709,2005,99.0
3211,CI24466,1,AI564299,2006,98.0
3212,CI27499,1,AI564450,2008,98.0
3213,CI27087,1,AI565939,2008,98.0
3214,CI27411,1,AI566153,2008,98.0
3215,CI25786,1,AI565222,2007,98.0
3216,CI26731,1,AI563921,2008,98.0
3217,CI26732,1,AI565856,2008,98.0
3218,CI24509,1,AI564334,2006,98.0
3219,CI26447,1,AI565645,2008,98.0
3220,CI26706,1,AI564549,2008,98.0
3221,CI24165,1,AI564073,2004,98.0
3222,CI25084,1,AI564709,2007,97.0
3223,CI24244,1,AI563924,2006,97.0
3224,CI25617,1,AI565108,2007,97.0
3225,CI26015,1,AI565380,2008,97.0
3226,CI24687,2,AI564429,2007,97.0
3227,CI24364,1,AI564220,2006,97.0
3228,CI28418,1,AI566627,2009,97.0
3229,CI23737,1,AI563784,2005,97.0
3230,CI24619,1,AI563576,2005,97.0
3231,CI23553,1,AI563645,2003,97.0
3232,CI23695,1,AI563733,2006,97.0
3233,CI24792,2,AI564502,2007,97.0
3234,CI28482,1,AI566656,2009,97.0
3235,CI27583,1,AI564807,2008,97.0
3236,CI23628,1,AI563701,2004,97.0
3237,CI26368,1,AI565593,2008,97.0
3238,CI27277,1,AI566052,2008,97.0
3239,CI23902,1,AI563906,2006,97.0
3240,CI26509,1,AI563917,2008,97.0
3241,CI26336,1,AI565563,2008,97.0
3242,CI23930,1,AI563926,2006,96.0
3243,CI25038,1,AI564677,2007,96.0
3244,CI26231,1,AI565478,2008,96.0
3245,CI28000,1,AI564244,2009,96.0
3246,CI27070,1,AI565927,2008,96.0
3247,CI25213,1,AI564799,2007,96.0
3248,CI26635,1,AI565792,2008,96.0
3249,CI23799,1,AI563830,2005,96.0
3250,CI26782,1,AI564090,2008,96.0
3251,CI23778,1,AI563813,2005,96.0
3252,CI24416,1,AI564253,2006,96.0
3253,CI26110,1,AI565446,2008,96.0
3254,CI24585,1,AI564391,2003,96.0
3255,CI27113,1,AI565947,2008,96.0
3256,CI25191,1,AI564778,2007,95.0
3257,CI23835,1,AI563701,2006,95.0
3258,CI28989,1,AI566847,2009,95.0
3259,CI28133,1,AI566514,2009,95.0
3260,CI27305,1,AI566068,2008,95.0
3261,CI24422,1,AI564263,2006,95.0
3262,CI27524,1,AI566228,2008,95.0
3263,CI28132,1,AI564240,2009,95.0
3264,CI28651,1,AI566728,2009,95.0
3265,CI28620,1,AI566709,2009,95.0
3266,CI25587,1,AI564829,2007,95.0
3267,CI24909,1,AI564583,2007,95.0
3268,CI27559,1,AI566250,2008,95.0
3269,CI28399,1,AI565843,2009,95.0
3270,CI26430,1,AI565635,2008,95.0
3271,CI25434,1,AI564962,2007,95.0
3272,CI24448,1,AI564217,2006,95.0
3273,CI23745,1,AI563791,2005,95.0
3274,CI27492,1,AI566131,2008,95.0
3275,CI27304,1,AI566067,2008,94.0
3276,CI23643,1,AI563716,2005,94.0
3277,CI25816,1,AI563576,2007,94.0
3278,CI23985,1,AI563963,2004,94.0
3279,CI23710,1,AI563762,2006,94.0
3280,CI25878,1,AI565288,2007,94.0
3281,CI28928,1,AI566824,2010,94.0
3282,CI25491,1,AI565009,2007,94.0
3283,CI25050,2,AI564680,2006,94.0
3284,CI25318,1,AI563860,2007,94.0
3285,CI27281,1,,2008,94.0
3286,CI25016,1,AI564661,2007,94.0
3287,CI27756,1,AI566361,2008,94.0
3288,CI23861,1,AI563875,2005,94.0
3289,CI27561,1,AI563777,2008,94.0
3290,CI25187,1,AI563791,2007,94.0
3291,CI27152,1,AI565881,2008,94.0
3292,CI25504,1,AI563890,2007,94.0
3293,CI27244,1,AI566024,2008,94.0
3294,CI27952,1,AI566441,2008,94.0
3295,CI24100,1,AI563918,2005,93.0
3296,CI26809,1,AI565901,2008,93.0
3297,CI24767,1,AI564486,2007,93.0
3298,CI26004,1,AI565374,2008,93.0
3299,CI25516,1,AI565024,2007,93.0
3300,CI25202,1,AI564788,2007,93.0
3301,CI25754,1,AI565201,2007,93.0
3302,CI24488,1,AI564318,2006,93.0
3303,CI28836,1,AI566793,2009,93.0
3304,CI24068,1,AI563994,2005,93.0
3305,CI24740,1,AI563722,2005,93.0
3306,CI27529,1,AI566232,2008,93.0
3307,CI26728,1,AI565853,2008,93.0
3308,CI27280,3,AI566055,2008,93.0
3309,CI26513,1,AI565697,2008,93.0
3310,CI25395,1,AI564937,2006,93.0
3311,CI27375,1,AI566123,2008,93.0
3312,CI24983,1,AI564637,2007,93.0
3313,CI27245,1,AI566025,2008,93.0
3314,CI23961,1,AI563942,2005,93.0
3315,CI23852,1,AI563871,2006,93.0
3316,CI27164,1,AI565973,2008,93.0
3317,CI25314,1,AI564874,2007,92.0
3318,CI25268,1,AI564836,2007,92.0
3319,CI26882,1,AI565907,2003,92.0
3320,CI26968,1,AI565912,2005,92.0
3321,CI25086,1,AI564694,2007,92.0
3322,CI26534,1,AI564278,2008,92.0
3323,CI26896,1,AI565907,2003,92.0
3324,CI26854,1,AI565906,2005,92.0
3325,CI23947,1,AI563655,2005,92.0
3326,CI27547,1,AI566241,2008,92.0
3327,CI27640,1,AI566291,2007,92.0
3328,CI23552,2,AI563644,2003,92.0
3329,CI27321,1,AI566083,2007,92.0
3330,CI24606,1,AI564258,2004,92.0
3331,CI25906,2,AI563596,2007,92.0
3332,CI26453,1,AI565650,2008,92.0
3333,CI28864,1,AI566809,2009,92.0
3334,CI24608,1,AI564400,2004,92.0
3335,CI24604,1,AI563576,2004,92.0
3336,CI23610,1,AI563687,2002,92.0
3337,CI24708,1,AI564441,2006,92.0
3338,CI24814,2,AI564516,2006,92.0
3339,CI23808,1,AI563726,2004,92.0
3340,CI27745,1,AI566350,2008,92.0
3341,CI28721,1,AI566759,2009,92.0
3342,CI25782,1,AI565220,2007,92.0
3343,CI25110,1,,2007,92.0
3344,CI28486,1,AI566660,2009,92.0
3345,CI24560,2,AI564373,2006,92.0
3346,CI28430,1,AI566634,2009,92.0
3347,CI26681,1,AI564077,2008,92.0
3348,CI23650,1,AI563720,2006,92.0
3349,CI27693,1,AI566307,2008,92.0
3350,CI24574,1,AI564385,2003,91.0
3351,CI23523,2,AI563616,2000,91.0
3352,CI24769,2,AI564487,2007,91.0
3353,CI27074,1,AI565931,2008,91.0
3354,CI25450,1,AI564977,2007,91.0
3355,CI25897,1,AI565303,2007,91.0
3356,CI27297,1,AI566062,2008,91.0
3357,CI27147,1,AI564055,2008,91.0
3358,CI25904,1,AI565309,2007,91.0
3359,CI26887,1,AI565907,2003,91.0
3360,CI25853,1,AI565271,2007,91.0
3361,CI24176,1,AI564083,2006,91.0
3362,CI26518,1,AI565699,2008,90.0
3363,CI24065,1,AI563698,2005,90.0
3364,CI25531,1,AI565038,2007,90.0
3365,CI26419,3,,2008,90.0
3366,CI27632,1,AI563911,2008,90.0
3367,CI27978,1,AI566448,2008,90.0
3368,CI26311,1,AI565546,2008,90.0
3369,CI24361,1,AI564217,2006,90.0
3370,CI26638,1,AI565763,2008,90.0
3371,CI28201,1,AI566555,2009,90.0
3372,CI23736,1,AI563783,2005,90.0
3373,CI27146,1,AI565962,2008,90.0
3374,CI24739,1,AI564129,2005,89.0
3375,CI28467,1,AI566655,2009,89.0
3376,CI26889,1,AI565907,2003,89.0
3377,CI25873,1,AI565283,2007,89.0
3378,CI24547,2,AI564360,2006,89.0
3379,CI28605,1,AI566700,2009,89.0
3380,CI23603,2,AI563684,2003,89.0
3381,CI25422,1,AI564954,2007,89.0
3382,CI27593,1,AI566271,2008,89.0
3383,CI28739,1,AI566776,2009,89.0
3384,CI25945,1,AI565325,2008,89.0
3385,CI28316,1,AI564300,2009,89.0
3386,CI26079,1,AI565421,2008,89.0
3387,CI25327,1,AI564886,2007,89.0
3388,CI28312,1,AI566570,2009,89.0
3389,CI28784,1,AI566783,2007,89.0
3390,CI26579,1,AI565750,2008,89.0
3391,CI25463,1,AI564987,2007,89.0
3392,CI26486,1,AI565678,2008,89.0
3393,CI23513,1,AI563576,2002,89.0
3394,CI23860,1,AI563777,2005,89.0
3395,CI28186,1,AI564607,2009,89.0
3396,CI26605,1,AI565768,2008,89.0
3397,CI27344,1,AI566104,2008,89.0
3398,CI26233,1,AI565480,2008,89.0
3399,CI27078,1,AI565934,2008,89.0
3400,CI25452,1,AI564979,2007,89.0
3401,CI27523,1,AI566227,2008,89.0
3402,CI23833,1,AI563765,2005,89.0
3403,CI26659,2,AI565807,2008,89.0
3404,CI26114,1,AI565450,2008,89.0
3405,CI28525,1,AI565961,2009,88.0
3406,CI23843,1,AI563862,2006,88.0
3407,CI23912,1,AI563914,2005,88.0
3408,CI26104,1,AI565442,2008,88.0
3409,CI28376,1,AI566602,2009,88.0
3410,CI23501,1,AI563598,2002,88.0
3411,CI23851,1,AI563870,2006,88.0
3412,CI23817,1,AI563844,2005,88.0
3413,CI27835,1,AI566388,2008,88.0
