user_sequence,challenge
56588_11,CI24917
56588_12,CI23855
56588_13,CI24261
56593_11,CI23855
56593_12,CI24261
56593_13,CI27282
56596_11,CI24917
56596_12,CI23855
56596_13,CI24261
56600_11,CI26176
56600_12,CI26190
56600_13,CI26178
56601_11,CI24917
56601_12,CI23855
56601_13,CI24261
56603_11,CI24917
56603_12,CI23855
56603_13,CI24261
56604_11,CI27282
56604_12,CI26052
56604_13,CI25727
56605_11,CI24917
56605_12,CI23855
56605_13,CI24261
56607_11,CI24917
56607_12,CI24261
56607_13,CI23933
56615_11,CI26938
56615_12,CI27018
56615_13,CI27019
56617_11,CI24917
56617_12,CI23855
56617_13,CI23933
56621_11,CI26938
56621_12,CI27018
56621_13,CI27019
56622_11,CI24917
56622_12,CI23855
56622_13,CI24261
56623_11,CI24917
56623_12,CI23855
56623_13,CI24261
56629_11,CI26155
56629_12,CI26165
56629_13,CI26213
56631_11,CI26155
56631_12,CI26156
56631_13,CI26157
56634_11,CI24917
56634_12,CI23855
56634_13,CI24261
56640_11,CI24917
56640_12,CI23855
56640_13,CI24261
56641_11,CI24917
56641_12,CI23855
56641_13,CI24261
56642_11,CI24261
56642_12,CI23714
56642_13,CI27282
56644_11,CI24917
56644_12,CI23855
56644_13,CI24261
56645_11,CI24917
56645_12,CI23714
56645_13,CI27282
56646_11,CI24917
56646_12,CI23855
56646_13,CI24261
56651_11,CI26155
56651_12,CI26156
56651_13,CI26157
56655_11,CI26176
56655_12,CI26190
56655_13,CI26178
56663_11,CI24917
56663_12,CI23855
56663_13,CI23933
56665_11,CI24917
56665_12,CI23855
56665_13,CI24261
56666_11,CI24917
56666_12,CI23855
56666_13,CI24261
56669_11,CI24917
56669_12,CI23855
56669_13,CI24261
56673_11,CI27282
56673_12,CI26052
56673_13,CI25727
56677_11,CI24917
56677_12,CI23855
56677_13,CI23933
56679_11,CI26938
56679_12,CI27018
56679_13,CI27019
56682_11,CI26155
56682_12,CI26165
56682_13,CI26157
56688_11,CI24917
56688_12,CI23855
56688_13,CI24261
56692_11,CI24917
56692_12,CI23855
56692_13,CI24261
56693_11,CI24917
56693_12,CI23855
56693_13,CI24261
56695_11,CI24917
56695_12,CI23855
56695_13,CI24261
56697_11,CI24917
56697_12,CI23855
56697_13,CI24261
56699_11,CI24917
56699_12,CI23855
56699_13,CI24261
56702_11,CI26938
56702_12,CI27018
56702_13,CI27020
56704_11,CI24806
56704_12,CI24808
56704_13,CI23483
56708_11,CI24917
56708_12,CI24261
56708_13,CI27282
56710_11,CI24917
56710_12,CI23855
56710_13,CI24261
56712_11,CI24917
56712_12,CI23855
56712_13,CI23933
56715_11,CI24917
56715_12,CI23855
56715_13,CI24261
56716_11,CI24917
56716_12,CI23855
56716_13,CI24261
56719_11,CI24917
56719_12,CI23855
56719_13,CI24261
56721_11,CI24261
56721_12,CI23933
56721_13,CI23714
56723_11,CI24917
56723_12,CI23855
56723_13,CI24261
56729_11,CI27018
56729_12,CI27019
56729_13,CI27020
56730_11,CI23855
56730_12,CI24261
56730_13,CI23714
56732_11,CI26867
56732_12,CI26855
56732_13,CI26857
56733_11,CI24917
56733_12,CI23855
56733_13,CI24261
56734_11,CI24917
56734_12,CI23855
56734_13,CI24261
56737_11,CI24917
56737_12,CI23855
56737_13,CI24261
56739_11,CI26155
56739_12,CI26165
56739_13,CI26156
56742_11,CI27018
56742_12,CI27019
56742_13,CI27020
56745_11,CI27018
56745_12,CI27019
56745_13,CI27020
56746_11,CI24917
56746_12,CI23855
56746_13,CI24261
56754_11,CI24917
56754_12,CI23855
56754_13,CI23933
56760_11,CI26938
56760_12,CI27018
56760_13,CI27019
56762_11,CI26938
56762_12,CI27018
56762_13,CI27019
56768_11,CI24917
56768_12,CI24261
56768_13,CI23714
56771_11,CI26155
56771_12,CI26165
56771_13,CI26156
56773_11,CI24917
56773_12,CI23855
56773_13,CI24261
56779_11,CI24917
56779_12,CI23855
56779_13,CI24261
56782_11,CI26176
56782_12,CI26190
56782_13,CI26193
56783_11,CI23855
56783_12,CI24261
56783_13,CI23933
56786_11,CI26176
56786_12,CI26190
56786_13,CI26193
56797_11,CI26938
56797_12,CI27018
56797_13,CI27019
56799_11,CI26938
56799_12,CI27018
56799_13,CI27019
56801_11,CI24917
56801_12,CI27282
56801_13,CI26052
56802_11,CI24917
56802_12,CI23855
56802_13,CI24261
56803_11,CI24917
56803_12,CI23855
56803_13,CI23933
56805_11,CI24917
56805_12,CI24261
56805_13,CI23933
56806_11,CI26938
56806_12,CI27018
56806_13,CI27019
56810_11,CI26938
56810_12,CI27018
56810_13,CI27019
56811_11,CI24917
56811_12,CI24261
56811_13,CI23933
56812_11,CI26938
56812_12,CI27018
56812_13,CI27019
56813_11,CI24917
56813_12,CI24261
56813_13,CI23714
56816_11,CI24917
56816_12,CI23855
56816_13,CI24261
56817_11,CI26938
56817_12,CI27018
56817_13,CI27019
56820_11,CI24917
56820_12,CI23855
56820_13,CI24261
56822_11,CI26938
56822_12,CI27018
56822_13,CI27019
56826_11,CI24917
56826_12,CI23855
56826_13,CI24261
56828_11,CI24917
56828_12,CI24261
56828_13,CI23933
56829_11,CI24917
56829_12,CI24261
56829_13,CI23933
56833_11,CI24917
56833_12,CI23855
56833_13,CI24261
56834_11,CI26938
56834_12,CI27018
56834_13,CI27019
56841_11,CI24917
56841_12,CI23855
56841_13,CI24261
56844_11,CI26938
56844_12,CI27018
56844_13,CI27019
56845_11,CI23855
56845_12,CI23714
56845_13,CI27282
56849_11,CI24917
56849_12,CI23855
56849_13,CI24261
56853_11,CI26938
56853_12,CI27018
56853_13,CI27019
56854_11,CI24917
56854_12,CI23855
56854_13,CI24261
56858_11,CI26938
56858_12,CI27018
56858_13,CI27019
56860_11,CI24917
56860_12,CI23855
56860_13,CI23714
56867_11,CI23855
56867_12,CI24261
56867_13,CI23933
56870_11,CI24917
56870_12,CI23855
56870_13,CI24261
56872_11,CI24917
56872_12,CI23855
56872_13,CI24261
56879_11,CI24917
56879_12,CI23855
56879_13,CI24261
56881_11,CI24917
56881_12,CI23855
56881_13,CI24261
56886_11,CI24917
56886_12,CI23855
56886_13,CI24261
56891_11,CI24917
56891_12,CI23855
56891_13,CI24261
56894_11,CI24917
56894_12,CI23855
56894_13,CI24261
56895_11,CI23933
56895_12,CI23714
56895_13,CI27282
56897_11,CI24917
56897_12,CI23855
56897_13,CI24261
56899_11,CI24917
56899_12,CI23855
56899_13,CI23933
56900_11,CI23855
56900_12,CI24261
56900_13,CI23933
56901_11,CI26938
56901_12,CI27018
56901_13,CI27019
56906_11,CI24917
56906_12,CI23855
56906_13,CI24261
56910_11,CI26176
56910_12,CI26190
56910_13,CI26193
56913_11,CI26176
56913_12,CI26190
56913_13,CI26193
56914_11,CI26938
56914_12,CI27018
56914_13,CI27019
56915_11,CI24917
56915_12,CI23855
56915_13,CI24261
56922_11,CI24917
56922_12,CI23855
56922_13,CI24261
56925_11,CI24917
56925_12,CI23855
56925_13,CI24261
56926_11,CI23855
56926_12,CI23933
56926_13,CI23714
56933_11,CI24917
56933_12,CI24261
56933_13,CI23933
56936_11,CI26176
56936_12,CI26190
56936_13,CI26193
56938_11,CI26176
56938_12,CI26190
56938_13,CI26193
56941_11,CI24917
56941_12,CI23855
56941_13,CI24261
56943_11,CI24917
56943_12,CI24261
56943_13,CI23714
56947_11,CI24917
56947_12,CI23855
56947_13,CI24261
56948_11,CI24917
56948_12,CI23855
56948_13,CI24261
56949_11,CI26938
56949_12,CI27018
56949_13,CI27019
56950_11,CI26176
56950_12,CI26190
56950_13,CI26193
56951_11,CI26176
56951_12,CI26190
56951_13,CI26193
56953_11,CI24917
56953_12,CI23855
56953_13,CI23933
56954_11,CI26938
56954_12,CI27018
56954_13,CI27019
56955_11,CI26176
56955_12,CI26190
56955_13,CI26193
56958_11,CI24917
56958_12,CI24261
56958_13,CI23933
56959_11,CI24917
56959_12,CI23855
56959_13,CI24261
56960_11,CI26938
56960_12,CI27018
56960_13,CI27019
56961_11,CI24917
56961_12,CI23855
56961_13,CI24261
56962_11,CI26938
56962_12,CI27018
56962_13,CI27019
56965_11,CI24917
56965_12,CI23714
56965_13,CI27282
56970_11,CI26904
56970_12,CI26917
56970_13,CI26903
56974_11,CI26904
56974_12,CI26917
56974_13,CI26903
56975_11,CI24917
56975_12,CI24261
56975_13,CI23933
56978_11,CI24917
56978_12,CI23855
56978_13,CI24261
56980_11,CI24917
56980_12,CI23855
56980_13,CI24261
56983_11,CI24917
56983_12,CI24261
56983_13,CI23933
56985_11,CI24917
56985_12,CI23855
56985_13,CI24261
56990_11,CI24917
56990_12,CI23855
56990_13,CI24261
56991_11,CI26904
56991_12,CI26917
56991_13,CI26902
56992_11,CI26904
56992_12,CI26917
56992_13,CI26902
56996_11,CI24917
56996_12,CI23855
56996_13,CI24261
56998_11,CI24917
56998_12,CI23933
56998_13,CI23714
57002_11,CI26406
57002_12,CI26401
57002_13,CI26411
57007_11,CI26904
57007_12,CI26917
57007_13,CI26903
57008_11,CI26904
57008_12,CI26917
57008_13,CI26903
57010_11,CI26155
57010_12,CI26165
57010_13,CI26156
57011_11,CI24917
57011_12,CI23855
57011_13,CI24261
57014_11,CI24917
57014_12,CI23855
57014_13,CI24261
57015_11,CI26904
57015_12,CI26917
57015_13,CI26903
57016_11,CI26904
57016_12,CI26917
57016_13,CI26902
57024_11,CI24917
57024_12,CI23855
57024_13,CI24261
57025_11,CI24917
57025_12,CI23855
57025_13,CI24261
57029_11,CI24917
57029_12,CI23855
57029_13,CI24261
57032_11,CI24917
57032_12,CI23855
57032_13,CI24261
57033_11,CI24917
57033_12,CI23855
57033_13,CI24261
57037_11,CI24917
57037_12,CI24261
57037_13,CI23933
57038_11,CI24917
57038_12,CI23855
57038_13,CI23933
57040_11,CI26176
57040_12,CI26190
57040_13,CI26193
57041_11,CI24917
57041_12,CI23855
57041_13,CI24261
57043_11,CI23855
57043_12,CI24261
57043_13,CI23933
57046_11,CI27282
57046_12,CI26052
57046_13,CI25727
57048_11,CI27282
57048_12,CI26052
57048_13,CI25727
57053_11,CI24917
57053_12,CI24261
57053_13,CI23933
57056_11,CI24917
57056_12,CI23855
57056_13,CI24261
57057_11,CI24917
57057_12,CI23933
57057_13,CI23714
57058_11,CI24917
57058_12,CI23933
57058_13,CI23714
57059_11,CI26904
57059_12,CI26917
57059_13,CI26867
57064_11,CI26904
57064_12,CI26917
57064_13,CI26902
57065_11,CI24917
57065_12,CI23855
57065_13,CI23714
57066_11,CI24261
57066_12,CI23933
57066_13,CI23714
57068_11,CI24917
57068_12,CI24261
57068_13,CI23933
57070_11,CI24917
57070_12,CI23855
57070_13,CI24261
57071_11,CI24917
57071_12,CI23855
57071_13,CI24261
57072_11,CI24917
57072_12,CI24261
57072_13,CI23933
57073_11,CI23855
57073_12,CI23933
57073_13,CI23714
57076_11,CI24917
57076_12,CI23855
57076_13,CI24261
57081_11,CI24917
57081_12,CI23855
57081_13,CI24261
57083_11,CI24917
57083_12,CI23855
57083_13,CI24261
57086_11,CI24917
57086_12,CI23855
57086_13,CI24261
57097_11,CI26155
57097_12,CI26165
57097_13,CI26156
57098_11,CI26155
57098_12,CI26165
57098_13,CI26156
57104_11,CI26155
57104_12,CI26165
57104_13,CI26156
57106_11,CI26190
57106_12,CI26177
57106_13,CI26194
57109_11,CI24917
57109_12,CI23855
57109_13,CI24261
57110_11,CI26177
57110_12,CI26178
57110_13,CI26194
57115_11,CI26155
57115_12,CI26165
57115_13,CI26156
57116_11,CI26155
57116_12,CI26165
57116_13,CI26156
57118_11,CI26155
57118_12,CI26165
57118_13,CI26156
57120_11,CI24917
57120_12,CI23855
57120_13,CI24261
57123_11,CI24917
57123_12,CI23855
57123_13,CI24261
57129_11,CI24917
57129_12,CI23855
57129_13,CI24261
57130_11,CI26155
57130_12,CI26165
57130_13,CI26156
57131_11,CI27282
57131_12,CI26052
57131_13,CI25634
57133_11,CI24917
57133_12,CI23855
57133_13,CI24261
57136_11,CI26190
57136_12,CI26193
57136_13,CI26177
57139_11,CI26155
57139_12,CI26165
57139_13,CI26156
57141_11,CI26155
57141_12,CI26165
57141_13,CI26156
57142_11,CI26190
57142_12,CI26193
57142_13,CI26177
57145_11,CI24917
57145_12,CI23855
57145_13,CI24261
57151_11,CI24917
57151_12,CI23855
57151_13,CI24261
57156_11,CI24917
57156_12,CI23855
57156_13,CI24261
57157_11,CI26176
57157_12,CI26190
57157_13,CI26193
57160_11,CI27014
57160_12,CI26984
57160_13,CI27010
57166_11,CI24917
57166_12,CI23855
57166_13,CI24261
57168_11,CI24917
57168_12,CI23855
57168_13,CI24261
57169_11,CI24917
57169_12,CI23855
57169_13,CI24261
57173_11,CI26176
57173_12,CI26190
57173_13,CI26193
57180_11,CI24917
57180_12,CI23855
57180_13,CI23933
57186_11,CI23855
57186_12,CI24261
57186_13,CI23933
57190_11,CI23855
57190_12,CI24261
57190_13,CI23933
57197_11,CI24261
57197_12,CI23933
57197_13,CI23714
57198_11,CI24917
57198_12,CI23855
57198_13,CI24261
57200_11,CI24917
57200_12,CI23855
57200_13,CI27282
57201_11,CI27014
57201_12,CI26984
57201_13,CI27010
57202_11,CI24917
57202_12,CI23855
57202_13,CI24261
57203_11,CI27014
57203_12,CI26984
57203_13,CI26993
57206_11,CI24917
57206_12,CI23855
57206_13,CI24261
57207_11,CI23855
57207_12,CI24261
57207_13,CI23933
57209_11,CI24917
57209_12,CI23855
57209_13,CI23933
57214_11,CI23855
57214_12,CI23933
57214_13,CI23714
57216_11,CI24917
57216_12,CI23855
57216_13,CI24261
57217_11,CI23855
57217_12,CI24261
57217_13,CI23933
57220_11,CI24917
57220_12,CI23855
57220_13,CI24261
57221_11,CI23855
57221_12,CI24261
57221_13,CI27282
57224_11,CI24917
57224_12,CI23855
57224_13,CI24261
57234_11,CI26155
57234_12,CI26165
57234_13,CI26156
57240_11,CI24917
57240_12,CI23855
57240_13,CI24261
57241_11,CI24917
57241_12,CI23855
57241_13,CI23933
57242_11,CI24917
57242_12,CI23855
57242_13,CI24261
57244_11,CI24917
57244_12,CI23855
57244_13,CI23933
57246_11,CI24917
57246_12,CI23855
57246_13,CI24261
57251_11,CI24917
57251_12,CI23855
57251_13,CI24261
57256_11,CI24917
57256_12,CI23855
57256_13,CI24261
57257_11,CI24917
57257_12,CI23855
57257_13,CI24261
57259_11,CI26155
57259_12,CI26165
57259_13,CI26156
57261_11,CI24917
57261_12,CI23855
57261_13,CI24261
57263_11,CI24917
57263_12,CI23855
57263_13,CI24261
57267_11,CI26155
57267_12,CI26165
57267_13,CI26156
57269_11,CI26155
57269_12,CI26165
57269_13,CI26156
57271_11,CI26155
57271_12,CI26165
57271_13,CI26156
57276_11,CI24917
57276_12,CI24261
57276_13,CI23933
57277_11,CI26155
57277_12,CI26165
57277_13,CI26156
57288_11,CI24917
57288_12,CI23855
57288_13,CI24261
57291_11,CI24917
57291_12,CI23855
57291_13,CI23714
57294_11,CI24917
57294_12,CI23855
57294_13,CI24261
57297_11,CI24917
57297_12,CI23855
57297_13,CI24261
57298_11,CI24917
57298_12,CI23855
57298_13,CI24261
57299_11,CI24917
57299_12,CI23855
57299_13,CI23714
57300_11,CI27282
57300_12,CI26052
57300_13,CI25727
57301_11,CI24917
57301_12,CI23855
57301_13,CI24261
57303_11,CI27282
57303_12,CI26052
57303_13,CI25727
57304_11,CI24917
57304_12,CI23855
57304_13,CI24261
57306_11,CI24917
57306_12,CI23855
57306_13,CI24261
57308_11,CI24917
57308_12,CI23855
57308_13,CI23933
57309_11,CI27282
57309_12,CI26052
57309_13,CI25727
57310_11,CI24917
57310_12,CI23855
57310_13,CI24261
57311_11,CI26155
57311_12,CI26156
57311_13,CI26157
57313_11,CI23855
57313_12,CI23933
57313_13,CI23714
57316_11,CI24917
57316_12,CI23855
57316_13,CI24261
57322_11,CI27282
57322_12,CI26052
57322_13,CI25727
57325_11,CI26938
57325_12,CI27019
57325_13,CI27020
57326_11,CI24917
57326_12,CI23855
57326_13,CI24261
57327_11,CI24917
57327_12,CI23855
57327_13,CI24261
57328_11,CI24917
57328_12,CI23855
57328_13,CI24261
57330_11,CI26418
57330_12,CI26406
57330_13,CI24766
57338_11,CI26155
57338_12,CI26165
57338_13,CI26156
57340_11,CI27282
57340_12,CI26052
57340_13,CI25727
57341_11,CI26155
57341_12,CI26165
57341_13,CI26156
57346_11,CI24917
57346_12,CI23855
57346_13,CI24261
57347_11,CI27282
57347_12,CI26052
57347_13,CI25727
57348_11,CI26155
57348_12,CI26165
57348_13,CI26156
57353_11,CI23855
57353_12,CI23933
57353_13,CI23714
57354_11,CI24917
57354_12,CI23855
57354_13,CI23933
57355_11,CI24917
57355_12,CI23855
57355_13,CI24261
57360_11,CI26155
57360_12,CI26157
57360_13,CI26173
57363_11,CI24917
57363_12,CI23855
57363_13,CI24261
57364_11,CI26176
57364_12,CI26190
57364_13,CI26193
57366_11,CI28567
57366_12,CI28569
57366_13,CI28570
57368_11,CI28567
57368_12,CI28569
57368_13,CI28570
57372_11,CI24917
57372_12,CI23855
57372_13,CI23933
57377_11,CI23855
57377_12,CI23933
57377_13,CI23714
57382_11,CI24917
57382_12,CI23855
57382_13,CI24261
57383_11,CI24917
57383_12,CI23855
57383_13,CI24261
57384_11,CI26176
57384_12,CI26177
57384_13,CI26194
57386_11,CI27282
57386_12,CI26052
57386_13,CI25727
57387_11,CI27282
57387_12,CI26052
57387_13,CI25727
57390_11,CI23855
57390_12,CI23933
57390_13,CI23714
57395_11,CI26176
57395_12,CI26190
57395_13,CI26193
57396_11,CI26155
57396_12,CI26165
57396_13,CI26156
57397_11,CI26155
57397_12,CI26165
57397_13,CI26156
57398_11,CI24917
57398_12,CI23855
57398_13,CI24261
57399_11,CI26155
57399_12,CI26165
57399_13,CI26156
57401_11,CI24917
57401_12,CI23855
57401_13,CI23714
57402_11,CI26155
57402_12,CI26165
57402_13,CI26156
57403_11,CI24261
57403_12,CI23714
57403_13,CI27282
57404_11,CI26155
57404_12,CI26165
57404_13,CI26156
57408_11,CI24917
57408_12,CI23855
57408_13,CI24261
57409_11,CI24917
57409_12,CI23855
57409_13,CI24261
57414_11,CI24261
57414_12,CI27282
57414_13,CI26052
57416_11,CI24917
57416_12,CI23855
57416_13,CI24261
57417_11,CI24917
57417_12,CI24261
57417_13,CI23933
57420_11,CI28567
57420_12,CI28569
57420_13,CI28570
57422_11,CI28567
57422_12,CI28569
57422_13,CI28570
57423_11,CI24917
57423_12,CI23855
57423_13,CI24261
57430_11,CI23855
57430_12,CI23933
57430_13,CI27282
57431_11,CI26155
57431_12,CI26165
57431_13,CI26156
57432_11,CI24917
57432_12,CI23855
57432_13,CI24261
57437_11,CI26418
57437_12,CI26406
57437_13,CI26401
57440_11,CI24917
57440_12,CI23855
57440_13,CI24261
57441_11,CI24917
57441_12,CI23855
57441_13,CI24261
57445_11,CI24917
57445_12,CI23855
57445_13,CI24261
57453_11,CI27805
57453_12,CI27808
57453_13,CI27800
57457_11,CI24917
57457_12,CI23855
57457_13,CI24261
57459_11,CI24917
57459_12,CI23855
57459_13,CI23933
57461_11,CI24917
57461_12,CI23855
57461_13,CI24261
57471_11,CI24917
57471_12,CI23855
57471_13,CI24261
57474_11,CI24917
57474_12,CI23855
57474_13,CI24261
57475_11,CI27808
57475_12,CI27800
57475_13,CI27796
57479_11,CI24917
57479_12,CI23855
57479_13,CI23933
57482_11,CI24917
57482_12,CI23855
57482_13,CI24261
57486_11,CI24917
57486_12,CI23855
57486_13,CI24261
57488_11,CI24917
57488_12,CI23855
57488_13,CI24261
57494_11,CI24917
57494_12,CI23855
57494_13,CI24261
57495_11,CI24917
57495_12,CI23855
57495_13,CI24261
57496_11,CI24917
57496_12,CI23855
57496_13,CI23933
57500_11,CI24917
57500_12,CI23855
57500_13,CI24261
57502_11,CI27805
57502_12,CI27808
57502_13,CI27796
57508_11,CI24917
57508_12,CI23855
57508_13,CI24261
57509_11,CI24917
57509_12,CI24261
57509_13,CI23933
57512_11,CI24917
57512_12,CI23855
57512_13,CI24261
57515_11,CI26176
57515_12,CI26190
57515_13,CI26193
57516_11,CI24917
57516_12,CI23855
57516_13,CI24261
57519_11,CI24917
57519_12,CI23855
57519_13,CI24261
57527_11,CI24917
57527_12,CI23855
57527_13,CI24261
57533_11,CI24917
57533_12,CI23855
57533_13,CI24261
57535_11,CI24917
57535_12,CI23855
57535_13,CI24261
57547_11,CI24917
57547_12,CI23855
57547_13,CI24261
57549_11,CI24917
57549_12,CI23855
57549_13,CI24261
57552_11,CI24917
57552_12,CI24261
57552_13,CI23933
57560_11,CI24917
57560_12,CI23855
57560_13,CI24261
57561_11,CI27796
57561_12,CI27780
57561_13,CI27781
57562_11,CI24917
57562_12,CI23855
57562_13,CI24261
57566_11,CI24917
57566_12,CI23855
57566_13,CI23933
57567_11,CI27808
57567_12,CI27796
57567_13,CI27780
57571_11,CI24917
57571_12,CI23855
57571_13,CI23933
57573_11,CI24917
57573_12,CI23855
57573_13,CI23933
57575_11,CI24917
57575_12,CI23855
57575_13,CI24261
57577_11,CI24917
57577_12,CI23855
57577_13,CI23933
57579_11,CI24917
57579_12,CI23855
57579_13,CI23933
57580_11,CI24917
57580_12,CI23855
57580_13,CI24261
57584_11,CI24917
57584_12,CI23855
57584_13,CI24261
57587_11,CI24917
57587_12,CI24261
57587_13,CI23933
57588_11,CI27805
57588_12,CI27800
57588_13,CI27796
57590_11,CI24917
57590_12,CI23855
57590_13,CI24261
57591_11,CI24917
57591_12,CI23855
57591_13,CI24261
57592_11,CI23933
57592_12,CI23714
57592_13,CI27282
57604_11,CI27805
57604_12,CI27808
57604_13,CI27800
57613_11,CI27805
57613_12,CI27808
57613_13,CI27800
57615_11,CI24917
57615_12,CI24261
57615_13,CI23933
57616_11,CI24917
57616_12,CI23855
57616_13,CI24261
57618_11,CI24917
57618_12,CI23855
57618_13,CI24261
57620_11,CI24917
57620_12,CI23855
57620_13,CI24261
57622_11,CI24917
57622_12,CI23855
57622_13,CI24261
57628_11,CI24917
57628_12,CI23855
57628_13,CI24261
57631_11,CI24917
57631_12,CI25634
57631_13,CI25142
57632_11,CI24917
57632_12,CI23855
57632_13,CI23933
57634_11,CI27805
57634_12,CI27808
57634_13,CI27780
57639_11,CI24917
57639_12,CI25634
57639_13,CI25142
57645_11,CI26418
57645_12,CI26406
57645_13,CI26401
57648_11,CI27282
57648_12,CI26052
57648_13,CI25727
57649_11,CI24917
57649_12,CI23855
57649_13,CI24261
57650_11,CI24917
57650_12,CI25634
57650_13,CI25142
57651_11,CI24917
57651_12,CI24261
57651_13,CI23933
57657_11,CI24917
57657_12,CI24261
57657_13,CI23933
57658_11,CI24917
57658_12,CI23933
57658_13,CI27282
57661_11,CI24917
57661_12,CI24261
57661_13,CI23933
57663_11,CI24917
57663_12,CI23933
57663_13,CI23714
57664_11,CI27805
57664_12,CI27808
57664_13,CI27796
57666_11,CI27805
57666_12,CI27808
57666_13,CI27796
57668_11,CI24917
57668_12,CI23855
57668_13,CI24261
57672_11,CI24917
57672_12,CI23855
57672_13,CI24261
57673_11,CI24917
57673_12,CI23855
57673_13,CI24261
57674_11,CI24917
57674_12,CI23855
57674_13,CI24261
57676_11,CI24917
57676_12,CI23855
57676_13,CI24261
57678_11,CI27805
57678_12,CI27780
57678_13,CI27781
57683_11,CI27805
57683_12,CI27808
57683_13,CI27796
57684_11,CI24917
57684_12,CI23855
57684_13,CI24261
57685_11,CI24917
57685_12,CI23855
57685_13,CI24261
57688_11,CI26904
57688_12,CI26917
57688_13,CI26867
57690_11,CI24917
57690_12,CI23855
57690_13,CI23933
57692_11,CI24917
57692_12,CI24261
57692_13,CI23933
57694_11,CI24917
57694_12,CI24261
57694_13,CI23933
57696_11,CI24917
57696_12,CI23855
57696_13,CI24261
57709_11,CI23855
57709_12,CI24261
57709_13,CI23933
57710_11,CI24917
57710_12,CI24261
57710_13,CI23933
57711_11,CI27805
57711_12,CI27808
57711_13,CI27796
57712_11,CI24917
57712_12,CI23933
57712_13,CI23714
57713_11,CI24917
57713_12,CI23855
57713_13,CI24261
57721_11,CI23855
57721_12,CI24261
57721_13,CI23933
57722_11,CI24917
57722_12,CI23855
57722_13,CI24261
57725_11,CI23855
57725_12,CI24261
57725_13,CI23714
57728_11,CI26155
57728_12,CI26165
57728_13,CI26156
57731_11,CI24917
57731_12,CI23855
57731_13,CI24261
57734_11,CI24917
57734_12,CI23855
57734_13,CI24261
57735_11,CI26155
57735_12,CI26165
57735_13,CI26156
57736_11,CI24917
57736_12,CI23855
57736_13,CI24261
57738_11,CI26155
57738_12,CI26165
57738_13,CI26156
57739_11,CI24917
57739_12,CI23855
57739_13,CI24261
57740_11,CI24917
57740_12,CI23855
57740_13,CI24261
57744_11,CI24917
57744_12,CI23855
57744_13,CI24261
57745_11,CI24917
57745_12,CI23855
57745_13,CI24261
57751_11,CI24917
57751_12,CI23855
57751_13,CI24261
57752_11,CI24917
57752_12,CI23855
57752_13,CI24261
57757_11,CI26904
57757_12,CI26867
57757_13,CI26855
57758_11,CI26155
57758_12,CI26165
57758_13,CI26156
57760_11,CI26155
57760_12,CI26165
57760_13,CI26156
57765_11,CI24917
57765_12,CI23933
57765_13,CI23714
57771_11,CI26155
57771_12,CI26165
57771_13,CI26156
57772_11,CI23663
57772_12,CI24230
57772_13,CI27805
57776_11,CI24917
57776_12,CI23855
57776_13,CI24261
57777_11,CI26155
57777_12,CI26165
57777_13,CI26156
57783_11,CI23663
57783_12,CI24230
57783_13,CI27805
57787_11,CI26155
57787_12,CI26165
57787_13,CI26156
57792_11,CI23663
57792_12,CI24230
57792_13,CI27805
57796_11,CI25634
57796_12,CI25142
57796_13,CI24915
57800_11,CI24917
57800_12,CI23855
57800_13,CI24261
57805_11,CI23855
57805_12,CI24261
57805_13,CI23933
57807_11,CI23855
57807_12,CI24261
57807_13,CI23933
57809_11,CI24917
57809_12,CI23855
57809_13,CI24261
57810_11,CI24917
57810_12,CI23855
57810_13,CI24261
57816_11,CI23855
57816_12,CI24261
57816_13,CI23933
57818_11,CI24917
57818_12,CI23855
57818_13,CI24261
57820_11,CI24917
57820_12,CI27282
57820_13,CI26052
57822_11,CI24917
57822_12,CI23855
57822_13,CI24261
57827_11,CI24917
57827_12,CI23855
57827_13,CI24261
57828_11,CI26155
57828_12,CI26165
57828_13,CI26156
57832_11,CI24917
57832_12,CI23855
57832_13,CI24261
57834_11,CI24917
57834_12,CI27282
57834_13,CI26052
57835_11,CI23855
57835_12,CI24261
57835_13,CI23933
57837_11,CI24917
57837_12,CI23855
57837_13,CI24261
57839_11,CI24917
57839_12,CI23855
57839_13,CI24261
57841_11,CI24917
57841_12,CI23855
57841_13,CI24261
57842_11,CI24917
57842_12,CI23855
57842_13,CI23933
57843_11,CI24917
57843_12,CI23855
57843_13,CI23933
57844_11,CI23855
57844_12,CI24261
57844_13,CI23933
57846_11,CI24917
57846_12,CI27282
57846_13,CI26052
57849_11,CI24917
57849_12,CI24261
57849_13,CI23933
57851_11,CI24917
57851_12,CI23855
57851_13,CI24261
57852_11,CI24917
57852_12,CI23855
57852_13,CI24261
57853_11,CI24917
57853_12,CI23855
57853_13,CI24261
57854_11,CI24917
57854_12,CI24261
57854_13,CI23933
57861_11,CI24917
57861_12,CI23855
57861_13,CI24261
57864_11,CI24917
57864_12,CI23855
57864_13,CI24261
57870_11,CI27805
57870_12,CI27800
57870_13,CI27796
57871_11,CI24917
57871_12,CI23855
57871_13,CI24261
57873_11,CI24917
57873_12,CI23855
57873_13,CI24261
57875_11,CI24917
57875_12,CI23855
57875_13,CI24261
57879_11,CI24917
57879_12,CI23855
57879_13,CI23933
57894_11,CI24917
57894_12,CI23855
57894_13,CI24261
57895_11,CI27014
